PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
36269;"Aparcamiento mixto. Encuentro";"";"";"";"";"Plazas: 104 p�blicas y 550 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3e12c798651c010VgnVCM2000000c205a0aRCRD";"ENCUENTRO";"PLAZA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28030";"4";"MEDIA LEGUA";"14";"MORATALAZ";"444728";"4473010";"40.4058768185719";"--3.65138632197171";"91 328 36 80";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13464;"Aparcamiento mixto. Felipe II";"";"";"";"";"Plazas: 1175 p�blicas rotacionales y 615 para residentes  Informaci�n sobre accesibilidad:   No tiene escaleras adaptadas Ascensor de salida a la plaza de Felipe II Aseo accesible (1&amp;ordf; planta) Plazas para minusv�lidos residentes:23   Abierto 24 horas   Admite tarjeta BonoRed   Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=425e15cbed51c010VgnVCM2000000c205a0aRCRD";"GOYA";"CALLE";"V";"88";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441502";"4475253";"40.4242207643363";"-3.67342185936768";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
24809;"Aparcamiento mixto. Fern�ndez Shaw";"";"";"";"";"Plazas: 245 p�blicas y 350 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e6e6545f951c010VgnVCM2000000c205a0aRCRD";"CARLOS Y GUILLERMO FERNANDEZ SHAW";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28007";"2";"ADELFAS";"3";"RETIRO";"443245";"4472913";"40.40489977502076";"-3.668850975462272";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13462;"Aparcamiento mixto. Fuencarral";"";"";"";"";"Plazas: 410 p�blicas y 111 para residentes  Informaci�n sobre accesibilidad:   No tiene escalera adaptada 1 ascensor con salida a la calle Fuencarral, 117 1 aseo accesible en la 1&amp;ordf; planta Plazas para minusv�lidos residentes: 7   Abierto 24 horas   Admite Tarjeta BonoRed   Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=987e15cbed51c010VgnVCM2000000c205a0aRCRD";"FUENCARRAL";"CALLE";"V";"121";"";"";"";"";"MADRID";"MADRID";"28010";"3";"TRAFALGAR";"7";"CHAMBERI";"440387";"4475680";"40.4296270729669";"-3.70279096159205";"Centralita EMT 914 068 810 ----                                                      

Aparcamiento      915 911 200";"";"aparcamientos@emtmadrid.es";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
36270;"Aparcamiento mixto. Hernani";"";"";"";"";"Plazas: 115 p�blicas y 380 residentes  Informaci�n sobre accesibilidad:  No tiene escaleras adptadas Ascensor de salida a la calle Hernai, 68 1 aseo accesible en 1&amp;ordf; planta Plazas para minusv�lidos residentes. 3    Abierto 24 horas   Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0712c798651c010VgnVCM2000000c205a0aRCRD";"HERNANI";"CALLE";"V";"79";"";"";"";"";"MADRID";"MADRID";"28020";"2";"CUATRO CAMINOS";"6";"TETUAN";"440843";"4477735";"40.44817621258857";"-3.6976113125092684";"915 545 326";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13459;"Aparcamiento mixto. Jacinto Benavente";"";"";"";"";"Plazas: 285 p�blicas y 110 para residentes.  Plazas motos: 7.  Informaci�n sobre accesibilidad:   No tiene escaleras adaptadas Ascensor con salida a la calle Jacinto benavente, s/n 1 aseo accesible Plaza para minusv�lidos residentes: 16  Abierto 24 horas  Titularidad:  Ayuntamiento de Madrid   Gesti�n: Empresa Municipal de Transportes (EMT) (m�s informaci�n)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c48f15cbed51c010VgnVCM2000000c205a0aRCRD";"JACINTO BENAVENTE";"PLAZA";"V";"6";"";"";"";"";"MADRID";"MADRID";"28012";"3";"CORTES";"1";"CENTRO";"440329";"4473995";"40.4144481124785";"-3.70332121750772";"917 877 292 (gr�a municipal)";"";"aparcamientos@emtmadrid.es";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13479;"Aparcamiento mixto. Jos� Cast�n Tobe�as";"";"";"";"";"Plazas: 226 p�blicas y 43 para residentes  Informaci�n sobre accesibilidad:  No tiene escaleras adaptadas No disponde ascensor No disponde de aseos accesible Plazas para minusv�lidos residentes: 5    Abierto 24 horas   Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35ce15cbed51c010VgnVCM2000000c205a0aRCRD";"POETA JOAN MARAGALL";"CALLE";"V";"57";"";"";"";"";"MADRID";"MADRID";"28020";"3";"CASTILLEJOS";"6";"TETUAN";"441369";"4479549";"40.4645483266289";"-3.69157198480319";"915 707 612";"";"aeuropeos@gmail.com";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
6143690;"Aparcamiento mixto. Marqu�s de Salamanca";"";"";"";"";"Plazas: 356 p�blicas y 70 para residentes  Informaci�n sobre accesibilidad:   No tiene escaleras adaptadas 1 ascensor en la salida a la plaza del Marqu�s de Salamanca 1 aseo accesible en 2&amp;ordf;  planta Plaza para minusv�lidos residentes: 14   Abierto 24 horas   Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb5b1b2bb5b61310VgnVCM2000000c205a0aRCRD";"MARQUES DE SALAMANCA";"PLAZA";"V";"";"";"";"";"";"MADRID";"MADRID";"28006";"6";"CASTELLANA";"4";"SALAMANCA";"442381";"4475761";"40.4304997416021";"-3.67929374257782";"917 877 292 (gr�a municipal)";"";"aparcamientos@emtmadrid.es";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
182188;"Aparcamiento mixto. Miguel Yuste";"";"";"";"";"Plazas: 168  p�blicas y 68 para residentes Abierto: 24 horas Admite Tarjeta BonoRed  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1c15bdc85c01c010VgnVCM2000000c205a0aRCRD";"MIGUEL YUSTE";"CALLE";"V";"64";"";"";"";"";"MADRID";"MADRID";"28037";"1";"SIMANCAS";"20";"SAN BLAS-CANILLEJAS";"447200";"4476147";"40.43429571608524";"-3.622514147448957";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13465;"Aparcamiento mixto. Montalb�n";"";"";"";"";"Plazas:   146 Residenciales 130 Rotacionales    Abierto 24 horas    Titularidad:  Ayuntamiento de Madrid   Gesti�n: Empresa Municipal de Transportes (EMT) (m�s informaci�n)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0967339ae51c010VgnVCM2000000c205a0aRCRD";"MONTALBAN";"CALLE";"V";"4";"OT";"AN";"S";"";"MADRID";"MADRID";"28014";"5";"LOS JERONIMOS";"3";"RETIRO";"441381";"4474402";"40.4181859174944";"-3.69095813503217";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
5517342;"Aparcamiento mixto. Orense";"";"";"";"";"Plazas: 129 p�blicas y 663 para residentes  Informaci�n sobre accesibilidad:  1 escalera adaptada No dispone de ascensor 1 aseo accesible Plaza para minusv�lidos residentes: 5    Abierto 24 horas   Titularidad: Ayuntamiento de Madrid  Gesti�n: Empresa Municipal de Transportes (EMT) (m�s informaci�n)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eee35ed15bb95210VgnVCM2000000c205a0aRCRD";"BRASIL";"AVENIDA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28020";"2";"CUATRO CAMINOS";"6";"TETUAN";"441141";"4478277";"40.4530722916738";"-3.6941384720253";"";"";"aparcamientos@emtmadrid.es";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
52114;"Aparcamiento mixto. Pedro Zerolo 'antes denominado V�zquez de Mella'";"";"";"";"";"Plazas: 107 p�blicas y 261 para residentes.  Plazas motos: 6.  Informaci�n sobre accesibilidad:  No tiene escaleras adaptadas 1 ascensor con salida a la Plaza de Vazquez de Mella 1 aseo accesible Plaza para minusv�lidos residentes: 7    Abierto 24 horas   Titularidad: Ayuntamiento de Madrid  Gesti�n: Empresa Municipal de Transportes (EMT) (m�s informaci�n)  Tel�fonos: Residentes - 91 522 50 29          Rotacional -  91 532 19 10";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e499946be351c010VgnVCM2000000c205a0aRCRD";"PEDRO ZEROLO";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"13";"CENTRO";"440675";"4474698";"40.4208058791525";"-3.69930167470253";"";"";"aparcamientos@emtmadrid.es";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
33440;"Aparcamiento mixto. Plaza de Oriente";"";"";"";"";"Plazas: 242 p�blicas rotacionales (30 plazas para autobuses) y 511 para residentes Abierto 24 horas Admite Tarjeta BonoRed Este PAR est� adherido a la zona de APR  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7db12c798651c010VgnVCM2000000c205a0aRCRD";"ORIENTE";"PLAZA";"V";"9";"";"";"";"";"MADRID";"MADRID";"28013";"1";"PALACIO";"1";"CENTRO";"439597";"4474441";"40.41840695632423";"-3.7119903936183274";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
11544439;"Aparcamiento mixto. Plaza de Santo Domingo";"";"";"";"";"Plazas Totales: 320 plazas,  Plazas motos: 16.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=58ec252aa267d710VgnVCM1000001d4a900aRCRD";"SANTO DOMINGO";"PLAZA";"V";"";"";"";"";"";"MADRID";"MADRID";"28013";"1";"PALACIO";"1";"CENTRO";"439915";"4474630";"40.42013315230386";"-3.7082597874437004";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13466;"Aparcamiento mixto. Plaza Mayor";"";"";"";"";"Plazas: 694  279 Residenciales 415 Rotacionales  Abierto 24 horas  Titularidad : Ayuntamiento de Madrid    G�libo: 1'85 m";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b1981eb5f51c010VgnVCM2000000c205a0aRCRD";"MAYOR";"PLAZA";"V";"1";"-1";"01";"";"";"MADRID";"MADRID";"28012";"6";"SOL";"1";"CENTRO";"440027";"4474155";"40.4158677606471";"-3.70689561392158";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
36271;"Aparcamiento mixto. Presidente Carmona";"";"De lunes a domingo servicio ininterrumpido";"";"";"Plazas: 127 p�blicas y 379 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Tel�fono: 91 556 62 26";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a412c798651c010VgnVCM2000000c205a0aRCRD";"GENERAL PERON";"AVENIDA";"V";"21";"";"";"";"";"MADRID";"MADRID";"28020";"2";"CUATRO CAMINOS";"6";"TETUAN";"441010";"4478216";"40.45251614668263";"-3.6956837947248724";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13476;"Aparcamiento mixto. Recoletos (cerrado)";"";"";"";"";"Plazas: 102 p�blicas y 289 para residentes  Informaci�n sobre accesibilidad:   No tiene escaleras adaptadas 1 ascensor en la salida al Paseo de Recoletos 1 aseo accesible Plaza para minusv�lidos residentes: 10   Abierto 24 horas   Titularidad : Ayuntamiento de Madrid   Gesti�n: Empresa Municipal de Transportes (EMT) (m�s informaci�n)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=283f15cbed51c010VgnVCM2000000c205a0aRCRD";"RECOLETOS";"PASEO";"V";"4";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441309";"4474759";"40.421397488495096";"-3.691841269615146";"";"";"aparcamientos@emtmadrid.es";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
24193;"Aparcamiento mixto. Rep�blica Dominicana";"";"";"";"";"Plazas: 209 p�blicas y 892 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aabe6545f951c010VgnVCM2000000c205a0aRCRD";"REPUBLICA DOMINICANA";"PLAZA";"V";"6";"";"";"";"";"MADRID";"MADRID";"28016";"5";"NUEVA ESPA�A";"5";"CHAMARTIN";"442641";"4478908";"40.4588693818589";"-3.67651579058803";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
81828;"Aparcamiento mixto. Reyes Magos";"";"";"";"";"Plazas: 356 p�blicas y 345 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0dfec2c6e051c010VgnVCM2000000c205a0aRCRD";"REYES MAGOS";"PLAZA";"V";"";"";"";"";"";"MADRID";"MADRID";"28007";"6";"NI�O JESUS";"3";"RETIRO";"442614";"4473350";"40.408797321706984";"-3.6763215894089827";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
167692;"Aparcamiento mixto. San Cayetano";"";"";"";"";"Plazas: 222 p�blicas y 261 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a284ff632081c010VgnVCM1000000b205a0aRCRD";"SAN CAYETANO";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443161";"4476191";"40.4344244682971";"-3.67012877493573";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13515;"Aparcamiento mixto. San Germ�n II (antes General Yag�e)";"";"";"";"";"Plazas: 419 p�blicas y 713 residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee9e15cbed51c010VgnVCM2000000c205a0aRCRD";"ORENSE";"CALLE";"V";"48";"";"";"";"";"MADRID";"MADRID";"28020";"3";"CASTILLEJOS";"6";"TETUAN";"441212";"4478646";"40.4564090502234";"-3.69333344796644";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
19053;"Aparcamiento mixto. S�nchez Bustillo";"";"";"";"";"Plazas: 131 p�blicas y 408 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=27912c798651c010VgnVCM2000000c205a0aRCRD";"SANCHEZ BUSTILLO";"CALLE";"V";"";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"441130";"4473369";"40.40885884341386";"-3.693821482712085";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
7416748;"Aparcamiento mixto. Serrano I";"";"";"";"";"Plazas: 307 p�blicas y 833 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd61f94ae1d15410VgnVCM2000000c205a0aRCRD";"SERRANO";"CALLE";"V";"84";"";"";"";"";"MADRID";"MADRID";"28006";"6";"CASTELLANA";"4";"SALAMANCA";"441804";"4476037";"40.4329452991722";"-3.68611338542774";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
7417028;"Aparcamiento mixto. Serrano II";"";"";"";"";"Plazas: 379 p�blicas y 804 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bc096f1c35d15410VgnVCM2000000c205a0aRCRD";"SERRANO";"CALLE";"V";"44";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441599";"4475750";"40.4303442290635";"-3.68850808858792";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
7417052;"Aparcamiento mixto. Serrano III";"";"";"";"";"Plazas: 261 p�blicas y 725 para residentes Abierto 24 horas  Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a1c6f1c35d15410VgnVCM2000000c205a0aRCRD";"SERRANO";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441497";"4475094";"40.4244268291578";"-3.68965177313431";"";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
13460;"Aparcamiento mixto. Sevilla";"";"";"";"";"Plazas: 649 p�blicas rotacionales y 74 para residentes Abierto 24 horas Admite Tarjeta BonoRed   Titularidad: Ayuntamiento de Madrid";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9dd67339ae51c010VgnVCM2000000c205a0aRCRD";"ALCALA";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28014";"6";"SOL";"1";"CENTRO";"440740";"4474574";"40.41780383567921";"-3.6998082261071747";"915 219 281";"";"";"/contenido/entidadesYorganismos/AparcamientosResidentes"; 
