ID_MEDIDA;ANO;MES;ID;TIPOEDIFICIO;EDIFICIO;DIRECCION;DISTRITO;CODIGO_DISTRITO;BARRIO;CODIGO_BARRIO;COORDENADA_X;COORDENADA_Y;LONGITUD;LATITUD;SENSOR;TIPO;CLASE;GRUPO;UNIDADES;CONSUMO
4037;2021;10;853;Centros culturales y bibliotecas;CC/BPM Gloria Fuertes;AVENIDA LOGROÑO, 179 28042 MADRID;BARAJAS;21;CORRALEJOS;215;449662.16;4479050.27;-3.5930771416345286;40.461008617871926;Gas General*0.6;Procesado;Gas;;m3;0
4038;2021;10;1119;Centros mixtos;CDI Arganzuela;CALLE CANARIAS, 17 28045 MADRID;ARGANZUELA;2;PALOS DE LA FRONTERA;26;440987.11;4472682.14;-3.6954429745674;40.4026590845045;AMCDIARGANZUELA_Contador_Electricidad;Externo;Energía activa;Activa Contador Gral - Bus;kWh;87535
4039;2021;10;1119;Centros mixtos;CDI Arganzuela;CALLE CANARIAS, 17 28045 MADRID;ARGANZUELA;2;PALOS DE LA FRONTERA;26;440987.11;4472682.14;-3.6954429745674;40.4026590845045;AMCDIARGANZUELA_Contador_Electricidad;Externo;Energía Reactiva;Reactiva tarifa 6.1A;kvarh;22913
4040;2021;10;1119;Centros mixtos;CDI Arganzuela;CALLE CANARIAS, 17 28045 MADRID;ARGANZUELA;2;PALOS DE LA FRONTERA;26;440987.11;4472682.14;-3.6954429745674;40.4026590845045;AMCDIARGANZUELA_Contador_Gas;Externo;Gas;;m3;1955.6
4041;2021;10;1772;Centros deportivos;CDM Alfredo Goyeneche;CALLE ARROYO DE POZUELO, 99 28023 MADRID;MONCLOA - ARAVACA;9;ARAVACA;97;433641.18;4478204.93;-3.781256253676556;40.452149602180505;AMCDMAGOYENECHE_Electricidad_General;Externo;Energía activa;;kWh;51205.2
4042;2021;10;1772;Centros deportivos;CDM Alfredo Goyeneche;CALLE ARROYO DE POZUELO, 99 28023 MADRID;MONCLOA - ARAVACA;9;ARAVACA;97;433641.18;4478204.93;-3.781256253676556;40.452149602180505;AMCDMAGOYENECHE_Electricidad_General;Externo;Energía Reactiva;;kvarh;9623.3
4043;2021;10;631;Centros deportivos;CDM Aluche;AVENIDA DE LAS AGUILAS, 14 28044 MADRID;LATINA;10;AGUILAS;107;434499.85;4470564.28;-3.7716686725616;40.3830956005522;AMCDMALUCHECT_CT_General;Externo;Energía activa;;kWh;68751
4044;2021;10;631;Centros deportivos;CDM Aluche;AVENIDA DE LAS AGUILAS, 14 28044 MADRID;LATINA;10;AGUILAS;107;434499.85;4470564.28;-3.7716686725616;40.3830956005522;AMCDMALUCHECT_CT_General;Externo;Energía Reactiva;;kvarh;10774
4046;2021;10;1971;Centros deportivos;CDM Ángel Nieto - Puente de Vallecas;CALLE PAYASO FOFO, 7 28018 MADRID;PUENTE DE VALLECAS;13;PALOMERAS BAJAS;133;443987.26;4471411.87;-3.6594303931969576;40.39165542230783;AMCDMPVALLECASINV_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;26451
4047;2021;10;1971;Centros deportivos;CDM Ángel Nieto - Puente de Vallecas;CALLE PAYASO FOFO, 7 28018 MADRID;PUENTE DE VALLECAS;13;PALOMERAS BAJAS;133;443987.26;4471411.87;-3.6594303931969576;40.39165542230783;AMCDMPVALLECASINV_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;8361
4048;2021;10;1971;Centros deportivos;CDM Ángel Nieto - Puente de Vallecas;CALLE PAYASO FOFO, 7 28018 MADRID;PUENTE DE VALLECAS;13;PALOMERAS BAJAS;133;443987.26;4471411.87;-3.6594303931969576;40.39165542230783;AMCDMPVALLECASINV_Gas_General;Externo;Gas;;m3;1
4049;2021;10;1692;Centros deportivos;CDM Barajas;AVENIDA LOGROÑO, 70 28042 MADRID;BARAJAS;21;ALAMEDA DE OSUNA;211;450214.44;4479338.63;-3.5866347723157004;40.46294933734348;AMCDMBARAJAS_Electricidad_General;Externo;Energía activa;;kWh;7158
4050;2021;10;1692;Centros deportivos;CDM Barajas;AVENIDA LOGROÑO, 70 28042 MADRID;BARAJAS;21;ALAMEDA DE OSUNA;211;450214.44;4479338.63;-3.5866347723157004;40.46294933734348;AMCDMBARAJAS_Electricidad_General;Externo;Energía Reactiva;;kvarh;4
4051;2021;10;1692;Centros deportivos;CDM Barajas;AVENIDA LOGROÑO, 70 28042 MADRID;BARAJAS;21;ALAMEDA DE OSUNA;211;450214.44;4479338.63;-3.5866347723157004;40.46294933734348;AMCDMBARAJAS_Gas_General;Externo;Gas;;m3;0
4052;2021;10;1918;Centros deportivos;CDM Cerro Almodóvar;CALLE CERRO DE ALMODOVAR, 9 28007 MADRID;VILLA DE VALLECAS;18;SANTA EUGENIA;182;448838.73;4470403.72;-3.6023182815488193;40.38281136695731;AMCDMCALMODOVARCT_Interruptor_General;Externo;Energía activa;;kWh;33724.3
4053;2021;10;1918;Centros deportivos;CDM Cerro Almodóvar;CALLE CERRO DE ALMODOVAR, 9 28007 MADRID;VILLA DE VALLECAS;18;SANTA EUGENIA;182;448838.73;4470403.72;-3.6023182815488193;40.38281136695731;AMCDMCALMODOVARCT_Interruptor_General;Externo;Energía Reactiva;;kvarh;87.2
4054;2021;10;1825;Centros deportivos;CDM Concepción;CALLE JOSE DEL HIERRO, 5 28027 MADRID;CIUDAD LINEAL;15;LA CONCEPCION;154;445003.74;4476491.39;-3.648873879700902;40.437198629630075;AMCDMCONCEPCION_CGBT_Interruptor_General;Externo;Energía activa;;kWh;34707
4055;2021;10;1825;Centros deportivos;CDM Concepción;CALLE JOSE DEL HIERRO, 5 28027 MADRID;CIUDAD LINEAL;15;LA CONCEPCION;154;445003.74;4476491.39;-3.648873879700902;40.437198629630075;AMCDMCONCEPCION_CGBT_Interruptor_General;Externo;Energía Reactiva;;kvarh;6367
4056;2021;10;1825;Centros deportivos;CDM Concepción;CALLE JOSE DEL HIERRO, 5 28027 MADRID;CIUDAD LINEAL;15;LA CONCEPCION;154;445003.74;4476491.39;-3.648873879700902;40.437198629630075;AMCDMCONCEPCIONVEST_Gas_General;Externo;Gas;;m3;11003
4060;2021;10;1895;Centros deportivos;CDM El Espinillo;CARRETERA  VILLAVERDE A VALLECAS,  19  28041  MADRID;VILLAVERDE;17;LOS ROSALES;174;441711.41;4467543.9;-3.6854725557044405;40.356795865643434;AMCDMELESPINILLO_Electricidad_General;Externo;Energía activa;;kWh;29502.6
4061;2021;10;1895;Centros deportivos;CDM El Espinillo;CARRETERA  VILLAVERDE A VALLECAS,  19  28041  MADRID;VILLAVERDE;17;LOS ROSALES;174;441711.41;4467543.9;-3.6854725557044405;40.356795865643434;AMCDMELESPINILLO_Electricidad_General;Externo;Energía Reactiva;;kvarh;623.5
4062;2021;10;1895;Centros deportivos;CDM El Espinillo;CARRETERA  VILLAVERDE A VALLECAS,  19  28041  MADRID;VILLAVERDE;17;LOS ROSALES;174;441711.41;4467543.9;-3.6854725557044405;40.356795865643434;AMCDMELESPINILLO_Gas_General;Externo;Gas;;m3;0.3
4063;2021;10;1921;Centros deportivos;CDM Entrevías;RONDA  SUR,  4  28053  MADRID;PUENTE DE VALLECAS;13;ENTREVIAS;131;442827.09;4469918.83;-3.6728529011536875;40.37801202948858;AMCDMENTREVIASINVIERNO_Electricidad_General;Externo;Energía activa;;kWh;40684.5
4064;2021;10;1921;Centros deportivos;CDM Entrevías;RONDA  SUR,  4  28053  MADRID;PUENTE DE VALLECAS;13;ENTREVIAS;131;442827.09;4469918.83;-3.6728529011536875;40.37801202948858;AMCDMENTREVIASINVIERNO_Electricidad_General;Externo;Energía Reactiva;;kvarh;1862
4066;2021;10;1892;Centros deportivos;CDM Faustina Valladolid - Valdebernardo;CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID;VICALVARO;19;CASCO HISTORICO DE VICALVARO;191;447142.75;4472794.85;-3.6222312937684507;40.40438332871522;AMCDMVALDEBERNARDO_Electricidad_General;Externo;Energía activa;;kWh;34835
4067;2021;10;1892;Centros deportivos;CDM Faustina Valladolid - Valdebernardo;CALLE LADERA DE LOS ALMENDROS, 2 28032 MADRID;VICALVARO;19;CASCO HISTORICO DE VICALVARO;191;447142.75;4472794.85;-3.6222312937684507;40.40438332871522;AMCDMVALDEBERNARDO_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.1A;kvarh;232
4079;2021;10;1929;Centros deportivos;CDM Hortaleza;CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID;HORTALEZA;16;APOSTOL SANTIAGO;165;444683.32;4481107.06;-3.6520428109526883;40.478883218418986;AMCDMHORTALEZACT_Interruptor_General;Externo;Energía activa;Activa Interruptor Gral;kWh;21282
4080;2021;10;1929;Centros deportivos;CDM Hortaleza;CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID;HORTALEZA;16;APOSTOL SANTIAGO;165;444683.32;4481107.06;-3.6520428109526883;40.478883218418986;AMCDMHORTALEZACT_Interruptor_General;Externo;Energía Reactiva;Reactiva tarifa 3.1A;kvarh;579
4081;2021;10;1929;Centros deportivos;CDM Hortaleza;CARRETERA ESTACION DE HORTALEZA, 11 28033 MADRID;HORTALEZA;16;APOSTOL SANTIAGO;165;444683.32;4481107.06;-3.6520428109526883;40.478883218418986;AMCDMHORTALEZACT_Gas_General;Externo;Gas;;m3;12281.3
4082;2021;10;1933;Centros deportivos;CDM La Elipa;CALLE ALCALDE GARRIDO JUARISTI, 17 28030 MADRID;MORATALAZ;14;MEDIA LEGUA;144;444343.25;4474045.26;-3.6548487612407725;40.414668189563315;acciona_laelipa;telemedida;Energía activa;;kWh;35224
4083;2021;10;1933;Centros deportivos;CDM La Elipa;CALLE ALCALDE GARRIDO JUARISTI, 17 28030 MADRID;MORATALAZ;14;MEDIA LEGUA;144;444343.25;4474045.26;-3.6548487612407725;40.414668189563315;acciona_laelipa;telemedida;Energía Reactiva;;kvarh;758
4084;2021;10;1933;Centros deportivos;CDM La Elipa;CALLE ALCALDE GARRIDO JUARISTI, 17 28030 MADRID;MORATALAZ;14;MEDIA LEGUA;144;444343.25;4474045.26;-3.6548487612407725;40.414668189563315;Gas Fútbol+Gas Frontón-Pabellón-Béisbol;Procesado;Gas;;m3;2140.3
4085;2021;10;1771;Centros deportivos;CDM La Masó;CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID;FUENCARRAL - EL PARDO;8;MIRASIERRA;87;439374.53;4481857.03;-3.7153208255768;40.4851944115249;AMCDMLAMASO_GeneralBT;Externo;Energía activa;Activa Interruptor Gral;kWh;80422
4086;2021;10;1771;Centros deportivos;CDM La Masó;CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID;FUENCARRAL - EL PARDO;8;MIRASIERRA;87;439374.53;4481857.03;-3.7153208255768;40.4851944115249;AMCDMLAMASO_GeneralBT;Externo;Energía Reactiva;Reactiva tarifa 3.1A;kvarh;13720
4087;2021;10;1771;Centros deportivos;CDM La Masó;CALLE MASO, 80 (C/V VENTISQUERO DE LA CONDESA) 28034 MADRID;FUENCARRAL - EL PARDO;8;MIRASIERRA;87;439374.53;4481857.03;-3.7153208255768;40.4851944115249;AMCDMLAMASO_Gas;Externo;Gas;;m3;0
4088;2021;10;1935;Centros deportivos;CDM La Mina;CALLE  MONSEÑOR OSCAR ROMERO,  41  28025  MADRID;CARABANCHEL;11;VISTA ALEGRE;114;436594.28;4470496.05;-3.7467549471754307;40.382255413146034;AMCDMLAMINA_Electricidad_General;Externo;Energía activa;;kWh;61890.4
4089;2021;10;1935;Centros deportivos;CDM La Mina;CALLE  MONSEÑOR OSCAR ROMERO,  41  28025  MADRID;CARABANCHEL;11;VISTA ALEGRE;114;436594.28;4470496.05;-3.7467549471754307;40.382255413146034;AMCDMLAMINA_Electricidad_General;Externo;Energía Reactiva;;kvarh;32675.7
4090;2021;10;1937;Centros deportivos;CDM Luis Aragonés;CALLE EL PROVENCIO, 20 28043 MADRID;HORTALEZA;16;CANILLAS;163;446721.93;4479594.57;-3.62783298581013;40.46547736811336;AMCDMLARAGONESVERANO_Interruptor_General;Externo;Energía activa;Activa Interruptor Gral;kWh;35991
4091;2021;10;1937;Centros deportivos;CDM Luis Aragonés;CALLE EL PROVENCIO, 20 28043 MADRID;HORTALEZA;16;CANILLAS;163;446721.93;4479594.57;-3.62783298581013;40.46547736811336;AMCDMLARAGONESVERANO_Interruptor_General;Externo;Energía Reactiva;Reactiva tarifa 3.1A;kvarh;6326
4092;2021;10;1937;Centros deportivos;CDM Luis Aragonés;CALLE EL PROVENCIO, 20 28043 MADRID;HORTALEZA;16;CANILLAS;163;446721.93;4479594.57;-3.62783298581013;40.46547736811336;AMCDMLARAGONESVERANO_Gas_General;Externo;Gas;;m3;0
4098;2021;10;848;Centros deportivos;CDM Miguel Guillen Prim;CALLE FUENTIDUEÑA, 6 (ESQUINA CALLE PUERTO PORZUNA) 28031 MADRID;VILLA DE VALLECAS;18;CASCO HISTORICO DE VALLECAS;181;447071.57;4469415.94;-3.62204226308822;40.3737715570246;AMCDMMGUILLENPRIMCGBT_Electricidad_General;Externo;Energía activa;;kWh;6235
4099;2021;10;848;Centros deportivos;CDM Miguel Guillen Prim;CALLE FUENTIDUEÑA, 6 (ESQUINA CALLE PUERTO PORZUNA) 28031 MADRID;VILLA DE VALLECAS;18;CASCO HISTORICO DE VALLECAS;181;447071.57;4469415.94;-3.62204226308822;40.3737715570246;AMCDMMGUILLENPRIMCGBT_Electricidad_General;Externo;Energía Reactiva;;kvarh;1916
4100;2021;10;844;Centros deportivos;CDM Orcasitas;AVENIDA RAFAELA YBARRA, 52 28026 MADRID;USERA;12;ZOFIO;126;439493.02;4469717.28;-3.7127673625946;40.3758429603234;General BT CT-Oficinas+General BT CT-Verano;Procesado;Energía activa;;kWh;6311
4101;2021;10;1114;Centros deportivos;CDM Plata y Castañar;PASEO PLATA Y CASTAÑAR, 7 28021 MADRID;VILLAVERDE;17;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;171;439027.11;4466911.16;-3.7170958691991935;40.35076438371904;AMCDMPLATYCAST_CT_General;Externo;Energía activa;;kWh;59554.3
4102;2021;10;1114;Centros deportivos;CDM Plata y Castañar;PASEO PLATA Y CASTAÑAR, 7 28021 MADRID;VILLAVERDE;17;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;171;439027.11;4466911.16;-3.7170958691991935;40.35076438371904;AMCDMPLATYCAST_CT_General;Externo;Energía Reactiva;;kvarh;2287
4103;2021;10;1114;Centros deportivos;CDM Plata y Castañar;PASEO PLATA Y CASTAÑAR, 7 28021 MADRID;VILLAVERDE;17;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;171;439027.11;4466911.16;-3.7170958691991935;40.35076438371904;AMCDMPLATYCAST_Gas_Piscina;Externo;Gas;;m3;1
4104;2021;10;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETUAN;6;BERRUGUETE;66;440472.29;4478976.84;-3.7016309815462454;40.459185470607935;AMCDMPVICTORIA_Interruptor_General;Externo;Energía activa;Activa Interruptor Gral;kWh;25163
4105;2021;10;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETUAN;6;BERRUGUETE;66;440472.29;4478976.84;-3.7016309815462454;40.459185470607935;AMCDMPVICTORIA_Interruptor_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;1315
4106;2021;10;1941;Centros deportivos;CDM Playa Victoria;CALLE HIERBABUENA, 2 28039 MADRID;TETUAN;6;BERRUGUETE;66;440472.29;4478976.84;-3.7016309815462454;40.459185470607935;AMCDMPVICTORIA_Gas_General;Externo;Gas;;m3;7511
4107;2021;10;1776;Centros deportivos;CDM Pradillo;CALLE PRADILLO, 33 28002 MADRID;CHAMARTIN;5;CIUDAD JARDIN;53;443049.03;4477864.71;-3.6715419600957575;40.449387821577496;AMCDMPRADILLOPISCINA_Elec_General;Externo;Energía activa;;kWh;31643.4
4108;2021;10;1776;Centros deportivos;CDM Pradillo;CALLE PRADILLO, 33 28002 MADRID;CHAMARTIN;5;CIUDAD JARDIN;53;443049.03;4477864.71;-3.6715419600957575;40.449387821577496;AMCDMPRADILLOPISCINA_Elec_General;Externo;Energía Reactiva;;kvarh;0
4109;2021;10;1776;Centros deportivos;CDM Pradillo;CALLE PRADILLO, 33 28002 MADRID;CHAMARTIN;5;CIUDAD JARDIN;53;443049.03;4477864.71;-3.6715419600957575;40.449387821577496;AMCDMPRADILLOPISCINA_Gas_Piscina+AMCDMPRADILLOPABELLON_Gas_Pabellon;Procesado;Gas;;m3;14018.7
4110;2021;10;1889;Centros deportivos;CDM Pueblo Nuevo;CALLE FRANCISCO RIOJA, 14 28017 MADRID;CIUDAD LINEAL;15;PUEBLO NUEVO;152;445839.4;4475685.17;-3.6380132760089876;40.43014181400333;AMCDMPUEBLONUEVO_Interruptor_General;Externo;Energía activa;Activa Interruptor Gral;kWh;26085
4111;2021;10;1889;Centros deportivos;CDM Pueblo Nuevo;CALLE FRANCISCO RIOJA, 14 28017 MADRID;CIUDAD LINEAL;15;PUEBLO NUEVO;152;445839.4;4475685.17;-3.6380132760089876;40.43014181400333;AMCDMPUEBLONUEVO_Interruptor_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;5198
4112;2021;10;1889;Centros deportivos;CDM Pueblo Nuevo;CALLE FRANCISCO RIOJA, 14 28017 MADRID;CIUDAD LINEAL;15;PUEBLO NUEVO;152;445839.4;4475685.17;-3.6380132760089876;40.43014181400333;AMCDMPUEBLONUEVO_Gas_general;Externo;Gas;;m3;10935.2
4113;2021;10;1571;Centros deportivos;CDM Raúl González;CALLE  BENIMAMET,  137  28021  MADRID;VILLAVERDE;17;SAN CRISTOBAL;172;441850.13;4466385.93;-3.6841840858141337;40.34593494202054;AMCDMRAULGONZALEZ_Electricidad_General;Externo;Energía activa;;kWh;30328.1
4114;2021;10;1571;Centros deportivos;CDM Raúl González;CALLE  BENIMAMET,  137  28021  MADRID;VILLAVERDE;17;SAN CRISTOBAL;172;441850.13;4466385.93;-3.6841840858141337;40.34593494202054;AMCDMRAULGONZALEZ_Electricidad_General;Externo;Energía Reactiva;;kvarh;13864.2
4116;2021;10;1541;Centros deportivos;CDM Samaranch;PASEO IMPERIAL, 20 28005 MADRID;ARGANZUELA;2;IMPERIAL;21;439121.92;4473233.91;-3.7174746394157;40.4074954036895;AMCDMSAMARANCH_General_BT;Externo;Energía activa;;kWh;52208
4117;2021;10;1541;Centros deportivos;CDM Samaranch;PASEO IMPERIAL, 20 28005 MADRID;ARGANZUELA;2;IMPERIAL;21;439121.92;4473233.91;-3.7174746394157;40.4074954036895;AMCDMSAMARANCH_General_BT;Externo;Energía Reactiva;;kvarh;7286.1
4118;2021;10;1541;Centros deportivos;CDM Samaranch;PASEO IMPERIAL, 20 28005 MADRID;ARGANZUELA;2;IMPERIAL;21;439121.92;4473233.91;-3.7174746394157;40.4074954036895;AMCDMSAMARANCH_Gas;Externo;Gas;;m3;12457
4119;2021;10;1942;Centros deportivos;CDM San Blas;CALLE ARCOS DE JALON, 59 28037 MADRID;SAN BLAS - CANILLEJAS;20;HELLIN;202;448008.06;4475522.17;-3.6129409074783;40.4287119519523;acciona_sanblas;telemedida;Energía activa;;kWh;84517
4120;2021;10;1942;Centros deportivos;CDM San Blas;CALLE ARCOS DE JALON, 59 28037 MADRID;SAN BLAS - CANILLEJAS;20;HELLIN;202;448008.06;4475522.17;-3.6129409074783;40.4287119519523;acciona_sanblas;telemedida;Energía Reactiva;;kvarh;21733
4121;2021;10;1943;Centros deportivos;CDM San Cristóbal;PLAZA  PINAZO,  9  28021  MADRID;VILLAVERDE;17;SAN CRISTOBAL;172;441279.48;4466040.48;-3.6906881704736083;40.34303634869714;AMCDMSANCRISTOBAL_Electricidad_General;Externo;Energía activa;;kWh;2298.7
4122;2021;10;1943;Centros deportivos;CDM San Cristóbal;PLAZA  PINAZO,  9  28021  MADRID;VILLAVERDE;17;SAN CRISTOBAL;172;441279.48;4466040.48;-3.6906881704736083;40.34303634869714;AMCDMSANCRISTOBAL_Electricidad_General;Externo;Energía Reactiva;;kvarh;17.1
4123;2021;10;1943;Centros deportivos;CDM San Cristóbal;PLAZA  PINAZO,  9  28021  MADRID;VILLAVERDE;17;SAN CRISTOBAL;172;441279.48;4466040.48;-3.6906881704736083;40.34303634869714;AMCDMSANCRISTOBAL_Gas_General;Externo;Gas;;m3;150.5
4124;2021;10;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;15;SAN JUAN BAUTISTA;156;444142.91;4477729.93;-3.657745672316187;40.44796198220766;AMCDMSANJUANBAUTISTA_Interruptor_General;Externo;Energía activa;Activa Interruptor Gral;kWh;28201
4125;2021;10;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;15;SAN JUAN BAUTISTA;156;444142.91;4477729.93;-3.657745672316187;40.44796198220766;AMCDMSANJUANBAUTISTA_Interruptor_General;Externo;Energía Reactiva;Reactiva tarifa 3.1A;kvarh;9859
4126;2021;10;1945;Centros deportivos;CDM San Juan Bautista;CALLE TREVIANA, 1 28043 MADRID;CIUDAD LINEAL;15;SAN JUAN BAUTISTA;156;444142.91;4477729.93;-3.657745672316187;40.44796198220766;Gas Piscina+Gas Vestuarios y Oficina;Procesado;Gas;;m3;4429.5
4127;2021;10;1950;Centros deportivos;CDM Vicente del Bosque;AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID;FUENCARRAL - EL PARDO;8;LA PAZ;85;441183.53;4481081.65;-3.6939060688019;40.4783396017234;acciona_vicentedelbosque;telemedida;Energía activa;;kWh;16449
4128;2021;10;1950;Centros deportivos;CDM Vicente del Bosque;AVENIDA MONFORTE DE LEMOS, 13 28029 MADRID;FUENCARRAL - EL PARDO;8;LA PAZ;85;441183.53;4481081.65;-3.6939060688019;40.4783396017234;acciona_vicentedelbosque;telemedida;Energía Reactiva;;kvarh;65
4129;2021;10;1656;Centros deportivos;CDM Wilfred Agbonavbare - Alberto García;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;13;ENTREVIAS;131;444236.45;4469239.87;-3.6560976103843;40.37204305783915;AMCDMALBERTOG_Interruptor_General;Externo;Energía activa;;kWh;50284
4130;2021;10;1656;Centros deportivos;CDM Wilfred Agbonavbare - Alberto García;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;13;ENTREVIAS;131;444236.45;4469239.87;-3.6560976103843;40.37204305783915;AMCDMALBERTOG_Interruptor_General;Externo;Energía Reactiva;;kvarh;1603
4131;2021;10;1656;Centros deportivos;CDM Wilfred Agbonavbare - Alberto García;CALLE REGUERA DE TOMATEROS, 39B, 28053 MADRID;PUENTE DE VALLECAS;13;ENTREVIAS;131;444236.45;4469239.87;-3.6560976103843;40.37204305783915;Gas Piscina y Pabellón+Gas Futbol;Procesado;Gas;;m3;4941.3
4132;2021;10;658;Centros escolares;CEIP Bolivia;CALLE VILLAVALIENTE, 29 28011 MADRID;LATINA;10;LUCERO;103;436373.24;4473268.33;-3.7500195164933143;40.40760080843823;AMCEIPBOLIVIA_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;1721.2
4133;2021;10;658;Centros escolares;CEIP Bolivia;CALLE VILLAVALIENTE, 29 28011 MADRID;LATINA;10;LUCERO;103;436373.24;4473268.33;-3.7500195164933143;40.40760080843823;AMCEIPBOLIVIA_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;0
4134;2021;10;658;Centros escolares;CEIP Bolivia;CALLE VILLAVALIENTE, 29 28011 MADRID;LATINA;10;LUCERO;103;436373.24;4473268.33;-3.7500195164933143;40.40760080843823;AMCEIPBOLIVIA_Gas_General;Externo;Gas;;m3;0
4137;2021;10;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBERI;7;VALLEHERMOSO;76;439884.49;4476723.65;-3.708257053283696;40.439115564429116;AMCPCMOYANO_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;3741.6
4138;2021;10;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBERI;7;VALLEHERMOSO;76;439884.49;4476723.65;-3.708257053283696;40.439115564429116;AMCPCMOYANO_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;0
4139;2021;10;49;Centros escolares;CEIP Claudio Moyano;CALLE CEA BERMUDEZ, 26 28003 MADRID;CHAMBERI;7;VALLEHERMOSO;76;439884.49;4476723.65;-3.708257053283696;40.439115564429116;AMCPCMOYANO_Gas;Externo;Gas;;m3;182.1
4140;2021;10;278;Centros escolares;CEIP Concepción Arenal;CALLE ANTONIO LOPEZ, 1 28019 MADRID;CARABANCHEL;11;COMILLAS;111;439319.32;4472127.86;-3.7110683133563716;40.39824381077428;AMCPCONARENAL_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;4100
4141;2021;10;278;Centros escolares;CEIP Concepción Arenal;CALLE ANTONIO LOPEZ, 1 28019 MADRID;CARABANCHEL;11;COMILLAS;111;439319.32;4472127.86;-3.7110683133563716;40.39824381077428;AMCPCONARENAL_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;36
4150;2021;10;582;Centros escolares;CEIP Isaac Peral;GLORIETA RUFINO NOVALVOS, 5 28025 MADRID;CARABANCHEL;11;PUERTA BONITA;115;437967.83;4470923.83;-3.729999509109673;40.38645824863816;AMCEIPISAACPERAL_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;1948.1
4151;2021;10;582;Centros escolares;CEIP Isaac Peral;GLORIETA RUFINO NOVALVOS, 5 28025 MADRID;CARABANCHEL;11;PUERTA BONITA;115;437967.83;4470923.83;-3.729999509109673;40.38645824863816;AMCEIPISAACPERAL_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;1.3
4152;2021;10;582;Centros escolares;CEIP Isaac Peral;GLORIETA RUFINO NOVALVOS, 5 28025 MADRID;CARABANCHEL;11;PUERTA BONITA;115;437967.83;4470923.83;-3.729999509109673;40.38645824863816;Gas Pabellón Patio+Gas General;Procesado;Gas;;m3;247.9
4158;2021;10;1028;Centros escolares;CEIP Madroño;CALLE LAS MARISMAS, 14 28038 MADRID;PUENTE DE VALLECAS;13;NUMANCIA;136;444386.73;4472608.31;-3.6547868183395873;40.402312403210814;AMCPMADRONO_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;2408.3
4159;2021;10;1028;Centros escolares;CEIP Madroño;CALLE LAS MARISMAS, 14 28038 MADRID;PUENTE DE VALLECAS;13;NUMANCIA;136;444386.73;4472608.31;-3.6547868183395873;40.402312403210814;AMCPMADRONO_Electricidad_General;Externo;Energía Reactiva;Reactiva tarifa 3.0A;kvarh;15.8
4160;2021;10;1028;Centros escolares;CEIP Madroño;CALLE LAS MARISMAS, 14 28038 MADRID;PUENTE DE VALLECAS;13;NUMANCIA;136;444386.73;4472608.31;-3.6547868183395873;40.402312403210814;AMCPMADRONO_Gas;Externo;Gas;;m3;0
4161;2021;10;116;Centros escolares;CEIP Ntra Sra de la Paloma;CALLE TABERNILLAS, 2 28005 MADRID;CENTRO;1;PALACIO;11;439642.7;4473629.39;-3.7106372993064745;40.411427160112815;AMCPPALOMA_Electricidad_General;Externo;Energía activa;Activa Interruptor Gral;kWh;7908.3
